Order_ID,Order_Date,State,City,Category,Unit_Price,Quantity,Discount,Shipping_Mode,Shipping_Days,Payment_Method,Sales,Cost,Profit
100039,2023-01-02 15:00:00,FL,Chicago,Laptops,1400.78,1,0.0,Two-Day,6,PayPal,1400.78,927.9348369695067,472.84516303049327
100040,2023-01-02 16:00:00,NC,Miami,Smartphones,377.94,2,0.0,Standard,6,Google Pay,755.88,577.2337930255169,178.6462069744831
100041,2023-01-02 17:00:00,TX,Atlanta,Smartphones,1201.37,4,0.05,Two-Day,7,Debit Card,4565.205999999999,3045.6917219839297,1519.5142780160695
100042,2023-01-02 18:00:00,OH,Chicago,Accessories,660.95,1,0.0,Express,8,Google Pay,660.95,451.7273179567109,209.22268204328913
100043,2023-01-02 19:00:00,NC,Seattle,Accessories,1377.94,3,0.1,Two-Day,3,Google Pay,3720.4379999999996,2894.6181632416033,825.8198367583964
100044,2023-01-02 20:00:00,OH,Austin,Audio,686.18,1,0.15,Express,8,Debit Card,583.2529999999999,545.0219947595656,38.23100524043434
100045,2023-01-02 21:00:00,IL,Miami,Laptops,1121.57,4,0.0,Standard,6,Debit Card,4486.28,3038.0912146723535,1448.1887853276462
100046,2023-01-02 22:00:00,TX,Dallas,Smartphones,711.11,4,0.2,Two-Day,6,Credit Card,2275.552,1741.5330314493108,534.0189685506894
100047,2023-01-02 23:00:00,FL,Austin,Audio,357.15,2,0.0,Two-Day,3,Credit Card,714.3,460.85576949835115,253.4442305016488
100048,2023-01-03 00:00:00,WA,Columbus,Laptops,315.04,4,0.0,Two-Day,6,PayPal,1260.16,947.6696599392988,312.4903400607013
100049,2023-01-03 01:00:00,GA,Austin,Cameras,649.64,2,0.0,Two-Day,8,PayPal,1299.28,784.5216285958375,514.7583714041625
100050,2023-01-03 02:00:00,NY,Atlanta,Smartphones,1138.13,4,0.0,Two-Day,7,PayPal,4552.52,3633.1753160391004,919.3446839609
100051,2023-01-03 03:00:00,CA,Miami,Smartphones,915.51,2,0.05,Standard,7,Credit Card,1739.4689999999998,1511.104221469014,228.36477853098586
100052,2023-01-03 04:00:00,FL,New York,Accessories,1039.17,3,0.0,Standard,3,Google Pay,3117.51,2256.6077493434805,860.9022506565198
100053,2023-01-03 05:00:00,TX,Austin,Gaming,437.84,2,0.1,Two-Day,3,Apple Pay,788.112,680.3224511889799,107.78954881102004
100054,2023-01-03 06:00:00,GA,New York,Laptops,732.52,2,0.05,Express,5,Apple Pay,1391.788,1048.4840012932252,343.3039987067748
100055,2023-01-03 07:00:00,FL,Columbus,Smartphones,85.7,3,0.0,Express,5,Debit Card,257.1,174.1057607549417,82.99423924505831
100056,2023-01-03 08:00:00,TX,Chicago,Laptops,1229.95,2,0.05,Two-Day,9,Credit Card,2336.905,1577.3287012265994,759.5762987734008
100057,2023-01-03 09:00:00,PA,New York,Audio,1485.04,2,0.15,Two-Day,9,Debit Card,2524.5679999999998,2166.7938618145376,357.7741381854621
100058,2023-01-03 10:00:00,PA,Chicago,Audio,622.18,3,0.0,Standard,5,Apple Pay,1866.54,1553.8430186722012,312.69698132779877
100059,2023-01-03 11:00:00,OH,Dallas,Gaming,36.23,4,0.0,Standard,5,Debit Card,144.92,119.19569160623773,25.724308393762257
100060,2023-01-03 12:00:00,FL,Miami,Smartphones,271.29,1,0.0,Two-Day,6,Credit Card,271.29,225.1453208473248,46.144679152675224
100061,2023-01-03 13:00:00,PA,Austin,Accessories,985.74,2,0.0,Two-Day,8,Credit Card,1971.48,1659.2040049305037,312.2759950694963
100062,2023-01-03 14:00:00,TX,Dallas,Smartphones,925.88,4,0.0,Express,6,Credit Card,3703.52,2375.2136441237103,1328.3063558762897
100063,2023-01-03 15:00:00,OH,Dallas,Laptops,1186.04,1,0.0,Standard,6,Apple Pay,1186.04,755.0702289457208,430.96977105427914
100064,2023-01-03 16:00:00,TX,Charlotte,Cameras,395.75,3,0.05,Two-Day,9,Credit Card,1127.8875,839.3149328673375,288.5725671326626
100065,2023-01-03 17:00:00,OH,Los Angeles,Audio,1150.18,2,0.05,Standard,1,PayPal,2185.342,1776.6321713138689,408.70982868613123
100066,2023-01-03 18:00:00,FL,Atlanta,Laptops,1038.22,2,0.0,Two-Day,4,PayPal,2076.44,1474.1135107932503,602.3264892067498
100067,2023-01-03 19:00:00,GA,Chicago,Gaming,497.77,3,0.0,Two-Day,2,Credit Card,1493.31,1229.126426417153,264.183573582847
100068,2023-01-03 20:00:00,WA,Charlotte,Audio,827.32,2,0.0,Two-Day,9,PayPal,1654.64,1289.542229484417,365.0977705155831
100069,2023-01-03 21:00:00,NC,Los Angeles,Accessories,237.97,1,0.0,Two-Day,3,Credit Card,237.97,180.49850814300817,57.47149185699183
100070,2023-01-03 22:00:00,GA,Atlanta,Audio,689.8,1,0.0,Express,2,Apple Pay,689.8,426.1304733488007,263.66952665119925
100071,2023-01-03 23:00:00,IL,Chicago,Cameras,1324.17,3,0.15,Two-Day,8,PayPal,3376.6335,2557.636434758889,818.9970652411107
100072,2023-01-04 00:00:00,TX,Miami,Smartphones,643.36,2,0.0,Express,4,Apple Pay,1286.72,909.7604996656561,376.95950033434394
100073,2023-01-04 01:00:00,IL,Atlanta,Cameras,1262.56,4,0.0,Express,2,PayPal,5050.24,4262.87572880062,787.3642711993798
100074,2023-01-04 02:00:00,GA,Austin,Cameras,893.57,2,0.0,Two-Day,4,Google Pay,1787.14,1221.692790396725,565.447209603275
100075,2023-01-04 03:00:00,OH,Dallas,Smartphones,303.98,3,0.1,Standard,7,Google Pay,820.7460000000001,690.7889558216589,129.95704417834122
100076,2023-01-04 04:00:00,NC,Los Angeles,Audio,880.04,4,0.1,Standard,7,Apple Pay,3168.144,2982.3728654569704,185.77113454302935
100077,2023-01-04 05:00:00,NC,Los Angeles,Gaming,768.86,1,0.0,Two-Day,1,PayPal,768.86,512.065576696386,256.79442330361405
100078,2023-01-04 06:00:00,CA,Los Angeles,Smartphones,609.99,1,0.0,Two-Day,1,Google Pay,609.99,391.41030437678273,218.57969562321728
100079,2023-01-04 07:00:00,NC,Chicago,Smartphones,197.05,4,0.0,Two-Day,3,Credit Card,788.2,580.5749732445047,207.62502675549536
100080,2023-01-04 08:00:00,WA,Austin,Accessories,636.73,4,0.0,Standard,2,Debit Card,2546.92,1879.5571683503363,667.3628316496638
100081,2023-01-04 09:00:00,NC,Atlanta,Audio,127.69,3,0.2,Standard,3,Google Pay,306.456,318.1287780787189,-11.672778078718864
100082,2023-01-04 10:00:00,GA,Dallas,Smartphones,166.18,2,0.05,Two-Day,4,Google Pay,315.742,201.61207660947062,114.1299233905294
100083,2023-01-04 11:00:00,CA,Austin,Gaming,635.56,1,0.05,Standard,7,Credit Card,603.7819999999999,446.0642480048303,157.71775199516964
100084,2023-01-04 12:00:00,GA,Charlotte,Laptops,471.96,2,0.0,Express,2,Google Pay,943.92,640.0599184329121,303.86008156708783
100085,2023-01-04 13:00:00,GA,Miami,Audio,1389.81,1,0.0,Standard,7,Google Pay,1389.81,1032.2997281636144,357.5102718363855
100086,2023-01-04 14:00:00,NY,New York,Accessories,576.04,2,0.1,Standard,5,Google Pay,1036.872,693.9353288069699,342.9366711930302
100087,2023-01-04 15:00:00,CA,Austin,Cameras,1141.63,1,0.0,Two-Day,8,PayPal,1141.63,887.9209438962448,253.7090561037553
100088,2023-01-04 16:00:00,GA,Charlotte,Smartphones,804.77,2,0.2,Express,8,Google Pay,1287.632,1160.8765975330555,126.75540246694459
100089,2023-01-04 17:00:00,NY,Dallas,Gaming,1062.05,3,0.0,Two-Day,5,Debit Card,3186.1499999999996,2469.815228333596,716.3347716664034
100090,2023-01-04 18:00:00,NY,New York,Audio,404.97,1,0.0,Standard,8,PayPal,404.97,288.31902058508877,116.65097941491126
100091,2023-01-04 19:00:00,CA,New York,Gaming,1414.02,3,0.05,Express,9,PayPal,4029.9569999999994,3048.124612493235,981.8323875067645
100092,2023-01-04 20:00:00,IL,Austin,Gaming,804.53,1,0.0,Two-Day,7,Apple Pay,804.53,662.842155681523,141.687844318477
100093,2023-01-04 21:00:00,OH,Los Angeles,Cameras,1250.36,1,0.0,Standard,6,Google Pay,1250.36,816.1406522785283,434.21934772147165
100094,2023-01-04 22:00:00,WA,Seattle,Accessories,560.27,1,0.0,Express,7,Debit Card,560.27,366.6251033217866,193.6448966782134
100095,2023-01-04 23:00:00,OH,Dallas,Audio,168.31,2,0.05,Two-Day,7,Debit Card,319.789,249.0547528615077,70.7342471384923
100096,2023-01-05 00:00:00,NC,Los Angeles,Smartphones,1017.09,1,0.0,Express,3,Apple Pay,1017.09,778.1308768516383,238.95912314836175
100097,2023-01-05 01:00:00,WA,Dallas,Accessories,31.48,3,0.0,Standard,6,Debit Card,94.44,65.03818919251351,29.401810807486484
100098,2023-01-05 02:00:00,NC,Seattle,Smartphones,723.43,2,0.05,Two-Day,6,PayPal,1374.5169999999998,1056.0309818853118,318.486018114688
100099,2023-01-05 03:00:00,GA,Miami,Laptops,305.35,2,0.0,Standard,9,Credit Card,610.7,401.20797619329426,209.4920238067058
100100,2023-01-05 04:00:00,TX,Seattle,Gaming,948.52,1,0.15,Express,1,PayPal,806.242,601.3404858683296,204.9015141316704
100101,2023-01-05 05:00:00,CA,Columbus,Laptops,1469.54,4,0.0,Standard,7,Credit Card,5878.16,3877.0324947783606,2001.1275052216392
100102,2023-01-05 06:00:00,WA,Austin,Gaming,707.32,2,0.05,Express,1,Debit Card,1343.9080000000001,1172.8684961149595,171.03950388504063
100103,2023-01-05 07:00:00,WA,Austin,Cameras,1229.9,1,0.0,Two-Day,4,Google Pay,1229.9,984.4789887278349,245.42101127216517
100104,2023-01-05 08:00:00,GA,Charlotte,Accessories,771.52,3,0.1,Standard,7,Credit Card,2083.104,1469.8877592117813,613.2162407882186
100105,2023-01-05 09:00:00,IL,Los Angeles,Smartphones,753.84,4,0.05,Two-Day,6,PayPal,2864.592,1844.3150211618838,1020.2769788381163
100106,2023-01-05 10:00:00,NY,Charlotte,Cameras,1397.03,2,0.15,Two-Day,6,PayPal,2374.951,1741.5271006088656,633.4238993911345
100107,2023-01-05 11:00:00,GA,Columbus,Smartphones,1337.15,4,0.0,Two-Day,5,PayPal,5348.6,3601.5236741020644,1747.076325897936
100108,2023-01-05 12:00:00,PA,Seattle,Accessories,1182.98,2,0.0,Two-Day,7,PayPal,2365.96,1899.4867442275877,466.47325577241236
100109,2023-01-05 13:00:00,NY,Austin,Audio,458.46,4,0.05,Standard,9,Apple Pay,1742.148,1247.6413471298977,494.50665287010224
100110,2023-01-05 14:00:00,CA,Chicago,Laptops,826.61,4,0.0,Standard,6,Debit Card,3306.44,2137.3284971703174,1169.1115028296826
100111,2023-01-05 15:00:00,NY,Seattle,Laptops,351.37,3,0.0,Two-Day,7,Google Pay,1054.1100000000001,736.7810169185724,317.32898308142774
100112,2023-01-05 16:00:00,IL,Seattle,Smartphones,677.0,4,0.15,Two-Day,9,Apple Pay,2301.7999999999997,1708.7843023250737,593.0156976749261
100113,2023-01-05 17:00:00,NY,Columbus,Smartphones,736.64,3,0.0,Express,7,Debit Card,2209.92,1585.73740238199,624.18259761801
100114,2023-01-05 18:00:00,CA,Miami,Smartphones,1250.83,1,0.2,Two-Day,6,Credit Card,1000.664,961.7488508140598,38.91514918594021
100115,2023-01-05 19:00:00,IL,Dallas,Accessories,1346.12,2,0.0,Express,3,Apple Pay,2692.24,1863.6012519905923,828.6387480094074
100116,2023-01-05 20:00:00,OH,Columbus,Audio,633.64,3,0.05,Express,1,Apple Pay,1805.874,1223.057391215904,582.8166087840959
100117,2023-01-05 21:00:00,WA,Dallas,Laptops,46.2,2,0.0,Two-Day,9,Apple Pay,92.4,65.90886183661341,26.491138163386594
100118,2023-01-05 22:00:00,WA,Austin,Cameras,1295.43,3,0.0,Standard,7,Apple Pay,3886.29,3072.587569820581,813.702430179419
100119,2023-01-05 23:00:00,NC,Columbus,Gaming,277.93,2,0.2,Express,3,Credit Card,444.68800000000005,344.15992017931217,100.52807982068788
100120,2023-01-06 00:00:00,OH,Dallas,Accessories,940.39,3,0.0,Standard,9,PayPal,2821.17,1742.7334201347205,1078.4365798652796
100121,2023-01-06 01:00:00,OH,Charlotte,Laptops,56.96,2,0.1,Two-Day,3,Apple Pay,102.528,77.41179385904725,25.116206140952755
100122,2023-01-06 02:00:00,NY,Columbus,Audio,611.27,1,0.05,Two-Day,3,Debit Card,580.7065,430.1893293390918,150.51717066090822
100123,2023-01-06 03:00:00,WA,Austin,Accessories,1479.22,2,0.0,Two-Day,7,PayPal,2958.44,1935.1687344230768,1023.2712655769233
100124,2023-01-06 04:00:00,CA,Columbus,Cameras,169.03,1,0.15,Two-Day,2,Credit Card,143.6755,102.55517599802076,41.12032400197924
100125,2023-01-06 05:00:00,FL,Austin,Laptops,647.07,1,0.0,Express,7,Google Pay,647.07,423.75961437328976,223.31038562671029
100126,2023-01-06 06:00:00,FL,Columbus,Accessories,474.58,1,0.1,Express,7,Credit Card,427.122,336.4024584484626,90.71954155153742
100127,2023-01-06 07:00:00,IL,Dallas,Laptops,1359.53,4,0.0,Standard,1,Google Pay,5438.12,3370.8558575813768,2067.264142418623
100128,2023-01-06 08:00:00,WA,Miami,Laptops,1306.62,2,0.1,Standard,2,Debit Card,2351.9159999999997,2035.643290571392,316.27270942860764
100129,2023-01-06 09:00:00,WA,Atlanta,Audio,371.79,4,0.05,Express,5,Google Pay,1412.802,1097.5615729432795,315.24042705672036
100130,2023-01-06 10:00:00,FL,Dallas,Gaming,140.16,4,0.0,Two-Day,4,Apple Pay,560.64,397.27514120751147,163.36485879248852
100131,2023-01-06 11:00:00,WA,Los Angeles,Audio,948.16,2,0.05,Standard,3,PayPal,1801.504,1383.7029106303626,417.80108936963734
100132,2023-01-06 12:00:00,NY,New York,Laptops,517.83,1,0.0,Express,8,PayPal,517.83,395.59700291696976,122.23299708303028
100133,2023-01-06 13:00:00,PA,Miami,Accessories,1014.68,4,0.0,Standard,7,Apple Pay,4058.72,3444.6341478075233,614.0858521924765
100134,2023-01-06 14:00:00,TX,Charlotte,Cameras,67.54,4,0.0,Express,9,PayPal,270.16,214.4476090240496,55.71239097595043
100135,2023-01-06 15:00:00,OH,Seattle,Audio,217.43,3,0.0,Two-Day,3,Credit Card,652.29,479.49236342732917,172.7976365726708
100136,2023-01-06 16:00:00,NC,Dallas,Gaming,1035.83,2,0.0,Express,1,Apple Pay,2071.66,1642.0670121679548,429.5929878320451
100137,2023-01-06 17:00:00,IL,Columbus,Laptops,334.31,4,0.0,Standard,9,Apple Pay,1337.24,961.21621154888,376.02378845112
100138,2023-01-06 18:00:00,PA,Dallas,Cameras,1289.23,2,0.0,Express,9,PayPal,2578.46,1747.4924134090422,830.9675865909578
100139,2023-01-06 19:00:00,FL,Chicago,Audio,106.71,2,0.0,Standard,1,Google Pay,213.42,142.028943977834,71.391056022166
100140,2023-01-06 20:00:00,OH,Miami,Audio,338.91,4,0.0,Standard,8,Debit Card,1355.64,948.7715218020714,406.86847819792865
100141,2023-01-06 21:00:00,WA,Atlanta,Audio,1497.87,2,0.05,Standard,1,Google Pay,2845.9529999999995,1799.1540248635476,1046.7989751364519
100142,2023-01-06 22:00:00,NC,Charlotte,Audio,660.95,1,0.05,Two-Day,6,Credit Card,627.9025,425.80975229641354,202.0927477035865
100143,2023-01-06 23:00:00,WA,Chicago,Cameras,1060.39,4,0.0,Two-Day,9,Apple Pay,4241.56,2679.1106936047568,1562.4493063952436
100144,2023-01-07 00:00:00,CA,Austin,Accessories,290.34,4,0.1,Express,3,Apple Pay,1045.224,975.6417039295601,69.58229607043984
100145,2023-01-07 01:00:00,CA,Chicago,Gaming,922.61,4,0.05,Express,6,Credit Card,3505.9179999999997,2274.0932508379306,1231.824749162069
100146,2023-01-07 02:00:00,NC,Dallas,Gaming,1094.64,3,0.05,Standard,3,Debit Card,3119.7239999999997,2381.640628113712,738.0833718862878
100147,2023-01-07 03:00:00,NC,Charlotte,Laptops,485.43,3,0.0,Two-Day,5,Apple Pay,1456.29,1208.6180065201945,247.67199347980545
100148,2023-01-07 04:00:00,FL,Dallas,Smartphones,1246.77,3,0.0,Express,7,Google Pay,3740.31,2812.2644874481375,928.0455125518624
100149,2023-01-07 05:00:00,NC,Austin,Accessories,913.06,3,0.1,Express,4,Credit Card,2465.2619999999997,1982.6657882735449,482.59621172645484
100150,2023-01-07 06:00:00,NY,Seattle,Laptops,595.9,4,0.1,Two-Day,4,Apple Pay,2145.24,1872.909759284828,272.33024071517184
100151,2023-01-07 07:00:00,WA,Charlotte,Laptops,845.31,1,0.0,Standard,7,Google Pay,845.31,581.8639169392195,263.44608306078044
100152,2023-01-07 08:00:00,PA,Seattle,Audio,873.61,2,0.0,Express,5,Credit Card,1747.22,1132.9474361063665,614.2725638936336
100153,2023-01-07 09:00:00,GA,Miami,Smartphones,264.99,2,0.05,Standard,1,Credit Card,503.481,430.2486894303309,73.2323105696691
100154,2023-01-07 10:00:00,NC,Miami,Smartphones,616.04,4,0.05,Two-Day,2,Credit Card,2340.9519999999998,1513.3528732151137,827.599126784886
100155,2023-01-07 11:00:00,IL,Seattle,Accessories,528.28,1,0.1,Two-Day,6,Debit Card,475.452,423.6533521387135,51.7986478612865
100156,2023-01-07 12:00:00,CA,Miami,Smartphones,613.34,2,0.0,Express,9,Credit Card,1226.68,767.7072788063008,458.9727211936993
100157,2023-01-07 13:00:00,NY,Charlotte,Laptops,1146.44,1,0.0,Express,7,PayPal,1146.44,867.1580094869183,279.2819905130817
100158,2023-01-07 14:00:00,OH,Columbus,Smartphones,734.16,4,0.0,Two-Day,4,PayPal,2936.64,2112.213066805158,824.4269331948417
100159,2023-01-07 15:00:00,GA,Los Angeles,Smartphones,1411.67,3,0.0,Standard,2,Credit Card,4235.01,3598.213960007928,636.7960399920721
100160,2023-01-07 16:00:00,PA,Miami,Gaming,454.64,1,0.0,Standard,4,Apple Pay,454.64,316.8750753310107,137.7649246689893
100161,2023-01-07 17:00:00,GA,Miami,Laptops,635.24,2,0.1,Two-Day,5,PayPal,1143.432,1066.3414009914086,77.09059900859143
100162,2023-01-07 18:00:00,NC,Dallas,Cameras,1184.7,2,0.0,Express,2,Google Pay,2369.4,1660.8193815158577,708.5806184841424
100163,2023-01-07 19:00:00,FL,Seattle,Smartphones,828.12,2,0.1,Two-Day,1,Google Pay,1490.616,1276.0089052687342,214.60709473126576
100164,2023-01-07 20:00:00,CA,New York,Smartphones,829.6,3,0.0,Express,4,Apple Pay,2488.8,1893.766041475501,595.0339585244992
100165,2023-01-07 21:00:00,CA,Atlanta,Audio,98.94,1,0.0,Standard,6,Google Pay,98.94,61.50238903032464,37.437610969675355
100166,2023-01-07 22:00:00,OH,Chicago,Smartphones,609.93,1,0.0,Express,1,Apple Pay,609.93,479.3082784038408,130.62172159615915
100167,2023-01-07 23:00:00,FL,Miami,Smartphones,420.69,2,0.0,Standard,1,Google Pay,841.38,548.7201885671682,292.6598114328318
100168,2023-01-08 00:00:00,WA,Chicago,Gaming,1499.02,1,0.1,Two-Day,9,Credit Card,1349.118,1044.982186663094,304.13581333690604
100169,2023-01-08 01:00:00,TX,Charlotte,Laptops,476.37,2,0.0,Express,5,Google Pay,952.74,757.952484949464,194.78751505053606
100170,2023-01-08 02:00:00,NY,New York,Accessories,1329.05,1,0.0,Standard,2,Credit Card,1329.05,1111.190026320715,217.85997367928485
100171,2023-01-08 03:00:00,CA,Atlanta,Laptops,1020.83,3,0.0,Express,2,Google Pay,3062.4900000000002,2266.0922747743352,796.397725225665
100172,2023-01-08 04:00:00,IL,Seattle,Audio,524.56,3,0.0,Standard,4,Google Pay,1573.6799999999998,1148.5442503907134,425.13574960928645
100173,2023-01-08 05:00:00,CA,Los Angeles,Laptops,824.43,4,0.1,Standard,2,Google Pay,2967.948,2394.9060125236774,573.0419874763224
100174,2023-01-08 06:00:00,GA,Atlanta,Smartphones,1263.99,4,0.0,Two-Day,4,Credit Card,5055.96,4065.7056101366356,990.2543898633644
100175,2023-01-08 07:00:00,CA,Atlanta,Audio,1327.39,4,0.05,Two-Day,6,Google Pay,5044.082,4503.9883533136335,540.0936466863668
100176,2023-01-08 08:00:00,CA,Los Angeles,Laptops,257.38,1,0.05,Express,7,Google Pay,244.511,195.19641571189896,49.31458428810103
100177,2023-01-08 09:00:00,TX,Columbus,Audio,522.57,3,0.0,Standard,6,Debit Card,1567.71,1089.018541055569,478.69145894443113
100178,2023-01-08 10:00:00,TX,Seattle,Accessories,516.13,3,0.0,Two-Day,4,Credit Card,1548.3899999999999,1013.6784094369068,534.7115905630931
100179,2023-01-08 11:00:00,PA,Dallas,Laptops,82.23,3,0.1,Express,3,PayPal,222.02100000000002,160.2758006985221,61.745199301477925
100180,2023-01-08 12:00:00,WA,Chicago,Cameras,905.39,2,0.05,Two-Day,4,Apple Pay,1720.241,1474.0432776712767,246.19772232872333
100181,2023-01-08 13:00:00,IL,Miami,Smartphones,1285.13,1,0.0,Express,5,Debit Card,1285.13,1089.9033499948737,195.22665000512643
100182,2023-01-08 14:00:00,CA,Atlanta,Audio,584.73,1,0.0,Two-Day,4,Google Pay,584.73,452.8719875568257,131.85801244317435
100183,2023-01-08 15:00:00,CA,Charlotte,Cameras,1115.25,4,0.0,Two-Day,3,PayPal,4461.0,3742.5882356933885,718.4117643066115
100184,2023-01-08 16:00:00,NY,Los Angeles,Cameras,949.0,2,0.0,Standard,1,PayPal,1898.0,1304.872880486469,593.1271195135309
100185,2023-01-08 17:00:00,TX,Chicago,Gaming,575.96,2,0.0,Standard,3,Google Pay,1151.92,871.8868753253612,280.0331246746389
100186,2023-01-08 18:00:00,IL,New York,Audio,228.77,3,0.0,Two-Day,5,Google Pay,686.3100000000001,499.5795564907216,186.73044350927847
100187,2023-01-08 19:00:00,OH,Los Angeles,Cameras,1069.8,4,0.0,Standard,6,Debit Card,4279.2,3083.1830252809664,1196.0169747190334
